	HMDB (*Representative ID)	Metabolite	Method	Pooled QC sample CV	RT	m/z
C18n_QI8823			C18-neg	0.149618059	10.71	456.2946
C18n_QI10538			C18-neg	0.07394876	10.71	511.311
C18n_QI11256			C18-neg	0.015567503	10.71	537.3256
C18n_QI1263			C18-neg	0.044565209	10.72	188.9709
C18n_QI8502			C18-neg	0.057717145	10.72	447.2749
C18n_QI8600			C18-neg	0.125360142	10.72	449.2924
C18n_QI10647			C18-neg	0.111541355	10.72	515.3001
C18n_QI10741			C18-neg	0.057251736	10.72	518.2506
C18n_QI10763			C18-neg	0.043544422	10.72	519.3326
C18n_QI11713			C18-neg	0.028861757	10.72	555.3353
C18n_QI926			C18-neg	0.153759087	10.73	167.9848
C18n_QI2958			C18-neg	0.10495033	10.73	269.2126
C18n_QI6293			C18-neg	0.042652092	10.73	377.2728
C18n_QI7864			C18-neg	0.025737868	10.73	425.2913
C18n_QI8011			C18-neg	0.060232685	10.73	430.2602
C18n_QI9947			C18-neg	0.074743252	10.73	491.3018
C18n_QI10039			C18-neg	0.057679493	10.73	493.3536
C18n_QI10352			C18-neg	0.019396791	10.73	504.3699
C18n_QI11744			C18-neg	0.117492326	10.73	557.3144
C18n_QI11947			C18-neg	0.100314743	10.73	567.3905
C18n_QI5099			C18-neg	0.025553233	10.74	339.2176
C18n_QI6560			C18-neg	0.290902993	10.74	385.2388
C18n_QI8108			C18-neg	0.105572331	10.74	433.2961
C18n_QI10124			C18-neg	0.044000774	10.74	497.2946
C18n_QI10240			C18-neg	0.408869923	10.74	501.3062
C18n_QI11709			C18-neg	0.023654361	10.74	555.3
C18n_QI4286			C18-neg	0.054148986	10.75	313.2388
C18n_QI6282			C18-neg	0.029299585	10.75	377.2336
C18n_QI9027			C18-neg	0.152615279	10.75	463.3072
C18n_QI9034			C18-neg	0.07571171	10.75	463.3432
C18n_QI11024			C18-neg	0.018866098	10.75	527.3403
C18n_QI12528			C18-neg	0.025232379	10.75	605.3129
C18n_QI2019			C18-neg	0.055185262	10.76	233.1544
C18n_QI6114			C18-neg	0.02860601	10.76	372.2548
C18n_QI7290			C18-neg	0.11656621	10.76	408.2317
C18n_QI8060			C18-neg	0.032760245	10.76	431.3169
C18n_QI8236			C18-neg	0.033073428	10.76	437.3501
C18n_QI10018			C18-neg	0.12395449	10.76	493.2628
C18n_QI10407			C18-neg	0.160043431	10.76	506.3713
C18n_QI11291			C18-neg	0.09770968	10.76	538.3149
C18n_QI11886			C18-neg	0.140170638	10.76	565.3745
C18n_QI5103			C18-neg	0.059177214	10.77	339.2542
C18n_QI7240			C18-neg	0.018869618	10.77	406.2635
C18n_QI9489			C18-neg	0.033994539	10.77	477.3585
C18n_QI9879			C18-neg	0.060470205	10.77	489.2399
C18n_QI10752			C18-neg	0.088236817	10.77	519.2508
C18n_QI11828			C18-neg	0.130703185	10.77	563.3592
C18n_QI1932			C18-neg	0.104106959	10.78	229.1806
C18n_QI5349			C18-neg	0.019911712	10.78	347.2229
C18n_QI5834			C18-neg	0.038394053	10.78	363.2176
C18n_QI6170			C18-neg	0.025459815	10.78	373.2749
C18n_QI7281			C18-neg	0.020910876	10.78	407.3282
C18n_QI7544			C18-neg	0.165845496	10.78	415.21
C18n_QI7694			C18-neg	0.036159352	10.78	419.2806
C18n_QI8480			C18-neg	0.029822653	10.78	446.3274
C18n_QI9934			C18-neg	0.067576927	10.78	491.2562
C18n_QI6026			C18-neg	0.061414987	10.79	369.2436
C18n_QI6663			C18-neg	0.055948036	10.79	388.3072
C18n_QI7488			C18-neg	0.153891522	10.79	413.2549
C18n_QI8621			C18-neg	0.048814511	10.79	450.2629
C18n_QI10102			C18-neg	0.130627697	10.79	496.2219
C18n_QI12104			C18-neg	0.048144776	10.79	577.3746
C18n_QI2178			C18-neg	0.038003466	10.8	241.217
C18n_QI7639			C18-neg	0.034611556	10.8	417.2861
C18n_QI8242			C18-neg	0.013049982	10.8	438.263
C18n_QI10106			C18-neg	0.033478539	10.8	496.2743
C18n_QI10395			C18-neg	0.027015462	10.8	506.2499
C18n_QI11286			C18-neg	0.145048653	10.8	538.1878
C18n_QI11298			C18-neg	0.019905553	10.8	538.3531
C18n_QI12071			C18-neg	0.039704981	10.8	574.2375
C18n_QI7944			C18-neg	0.052430489	10.81	428.3016
C18n_QI10525			C18-neg	0.076656159	10.81	511.2739
C18n_QI7819			C18-neg	0.052062964	10.82	423.312
C18n_QI8596			C18-neg	0.101295029	10.82	449.2919
C18n_QI9566			C18-neg	0.063038751	10.82	479.3742
C18n_QI10036			C18-neg	0.038864034	10.82	493.3534
C18n_QI10662			C18-neg	0.140032167	10.82	515.3376
C18n_QI12541			C18-neg	0.154793885	10.82	606.3407
C18n_QI3631			C18-neg	0.065480995	10.83	291.1968
C18n_QI5732			C18-neg	0.049451054	10.83	360.1045
C18n_QI6572			C18-neg	0.04163015	10.83	386.1565
C18n_QI7998			C18-neg	0.092390175	10.83	430.1462
C18n_QI8131			C18-neg	0.0749717	10.83	433.3328
C18n_QI8529			C18-neg	0.037377832	10.83	447.3478
C18n_QI9328			C18-neg	0.040370543	10.83	471.3477
C18n_QI9705			C18-neg	0.101155107	10.83	484.1334
C18n_QI10720			C18-neg	0.069957138	10.83	517.3533
C18n_QI13241			C18-neg	0.187902856	10.83	677.3756
C18n_QI13438			C18-neg	0.152317587	10.83	713.3527
C18n_QI13472			C18-neg	0.018202227	10.83	723.3813
C18n_QI4141			C18-neg	0.110500897	10.84	309.2075
C18n_QI8140			C18-neg	0.370233394	10.84	434.2994
C18n_QI8868			C18-neg	0.076445976	10.84	457.2967
C18n_QI10659			C18-neg	0.242460595	10.84	515.3366
C18n_QI13734			C18-neg	0.101920379	10.84	791.3691
C18n_QI8062			C18-neg	0.749030558	10.85	431.329
C18n_QI10886			C18-neg	0.082884582	10.85	523.3106
C18n_QI2954			C18-neg	0.025758265	10.86	269.2124
C18n_QI10093			C18-neg	0.294810695	10.86	495.3689
C18n_QI12670			C18-neg	0.071982223	10.86	614.3737
C18n_QI6361			C18-neg	0.11642989	10.87	379.2496
C18n_QI7565			C18-neg	0.040687998	10.87	415.2704
C18n_QI8061			C18-neg	0.080196207	10.87	431.3177
C18n_QI8804			C18-neg	0.174478222	10.87	455.3392
C18n_QI10432			C18-neg	0.038131481	10.87	507.3154
C18n_QI11936			C18-neg	0.046006273	10.87	567.39
C18n_QI12352			C18-neg	0.053157917	10.87	593.2723
C18n_QI3669			C18-neg	0.085435377	10.88	293.2127
C18n_QI3734			C18-neg	0.0110344	10.88	295.2279
C18n_QI5832			C18-neg	0.02538955	10.88	363.2157
C18n_QI7933			C18-neg	0.146614437	10.88	427.307
C18n_QI10192			C18-neg	0.16501571	10.88	499.3635
C18n_QI11316			C18-neg	0.435958956	10.88	539.3061
C18n_QI11879			C18-neg	0.119826382	10.88	565.3742
C18n_QI4284			C18-neg	0.037619366	10.89	313.2388
C18n_QI6028			C18-neg	0.057675722	10.89	369.2648
C18n_QI7493			C18-neg	0.061784674	10.89	413.255
C18n_QI9040			C18-neg	0.057851687	10.89	463.3436
C18n_QI11360			C18-neg	0.095369553	10.89	540.3611
C18n_QI11387			C18-neg	0.196228901	10.89	541.3741
C18n_QI12000			C18-neg	0.069365953	10.89	570.3052
C18n_QI12873			C18-neg	0.042756666	10.89	633.3795
C18n_QI2176			C18-neg	0.063488347	10.9	241.1808
C18n_QI4444			C18-neg	0.148476671	10.9	317.2125
C18n_QI5105			C18-neg	0.045864212	10.9	339.2543
C18n_QI8479			C18-neg	0.109471445	10.9	446.3274
C18n_QI10170			C18-neg	0.020529876	10.9	499.3098
C18n_QI4144			C18-neg	0.158955483	10.91	309.2078
C18n_QI4811			C18-neg	0.043790128	10.91	329.2336
C18n_QI10576			C18-neg	0.022020567	10.91	513.289
C18n_QI11882			C18-neg	0.144898861	10.91	565.3743
C18n_QI4979			C18-neg	0.034470146	10.92	335.2231
C18n_QI7337			C18-neg	0.121129511	10.92	409.2606
C18n_QI8112			C18-neg	0.105452349	10.92	433.2961
C18n_QI9415			C18-neg	0.062938735	10.92	475.3058
C18n_QI9451			C18-neg	0.037535495	10.92	476.2785
C18n_QI12500			C18-neg	0.025059207	10.92	603.2971
C18n_QI6096			C18-neg	0.109707198	10.93	371.2559
C18n_QI6415			C18-neg	0.388371287	10.93	381.2425
C18n_QI10759			C18-neg	0.052938807	10.93	519.3323
C18n_QI11196			C18-neg	0.01676298	10.93	535.3101
C18n_QI11386			C18-neg	0.176632633	10.93	541.3737
C18n_QI5742			C18-neg	0.182500663	10.94	360.2548
C18n_QI7238			C18-neg	0.025119022	10.94	406.2601
C18n_QI9266			C18-neg	0.061557222	10.94	470.2915
C18n_QI9382			C18-neg	0.076408325	10.94	474.2475
C18n_QI10205			C18-neg	0.035320559	10.94	500.2786
C18n_QI7180			C18-neg	0.060613701	10.95	404.2444
C18n_QI7294			C18-neg	0.167994672	10.95	408.2581
C18n_QI7642			C18-neg	0.072998781	10.95	417.2861
C18n_QI8460			C18-neg	0.100610733	10.95	445.3326
C18n_QI9615			C18-neg	0.019928676	10.95	481.3177
C18n_QI13151			C18-neg	0.05225152	10.95	663.412
C18n_QI1260			C18-neg	0.036577615	10.96	188.9709
C18n_QI4506			C18-neg	0.059866587	10.96	319.2282
C18n_QI5173			C18-neg	0.058803064	10.96	341.27
C18n_QI6985			C18-neg	0.148637664	10.96	398.2123
C18n_QI6991			C18-neg	0.349245282	10.96	398.7148
C18n_QI7295			C18-neg	0.179398499	10.96	408.2642
C18n_QI7693			C18-neg	0.02949433	10.96	419.2806
C18n_QI8912			C18-neg	0.108143928	10.96	459.3114
C18n_QI11708			C18-neg	0.011493857	10.96	555.2999
C18n_QI13758			C18-neg	0.096193942	10.96	797.4343
C18n_QI6151			C18-neg	0.122273811	10.97	373.2024
C18n_QI6439			C18-neg	0.033378111	10.97	382.9558
C18n_QI8601			C18-neg	0.182873919	10.97	449.2927
C18n_QI9316			C18-neg	0.10259284	10.97	471.3248
C18n_QI9628			C18-neg	0.017199282	10.97	481.3537
C18n_QI9718			C18-neg	0.241279026	10.97	484.3148
C18n_QI10095			C18-neg	0.052404305	10.97	495.3694
C18n_QI11385			C18-neg	0.091966842	10.97	541.3733
C18n_QI11564			C18-neg	0.042087007	10.97	549.3799
C18n_QI11842			C18-neg	0.022139209	10.97	564.3306
C18n_QI12865			C18-neg	0.119299096	10.97	632.3182
C18n_QI3632			C18-neg	0.142871723	10.98	291.1969
C18n_QI8606			C18-neg	0.041054096	10.98	449.3273
C18n_QI9861			C18-neg	0.114018312	10.98	488.3019
C18n_QI10190			C18-neg	0.080500914	10.98	499.3586
C18n_QI12251			C18-neg	0.085407311	10.98	586.3424
C18n_QI12458			C18-neg	0.048908328	10.98	600.1616
C18n_QI8052			C18-neg	0.107762233	10.99	431.3166
C18n_QI10324			C18-neg	0.036058561	10.99	503.3382
C18n_QI10706			C18-neg	0.125110983	10.99	517.3157
C18n_QI5423			C18-neg	0.055988603	11	349.2386
C18n_QI6504			C18-neg	0.04286129	11	384.9526
C18n_QI12277			C18-neg	0.199429632	11	588.3532
C18n_QI2953			C18-neg	0.029326123	11.01	269.2124
C18n_QI4209			C18-neg	0.016171309	11.01	311.223
C18n_QI8130			C18-neg	0.030795814	11.01	433.3328
C18n_QI8514			C18-neg	0.185362337	11.01	447.3113
C18n_QI2173			C18-neg	0.037922349	11.02	241.1807
C18n_QI2177			C18-neg	0.033706373	11.02	241.217
C18n_QI2629			C18-neg	0.099069803	11.02	257.2122
C18n_QI6176			C18-neg	0.180901473	11.02	373.296
C18n_QI7771			C18-neg	0.10672395	11.02	422.2545
C18n_QI8241			C18-neg	0.013128396	11.02	438.263
C18n_QI8599			C18-neg	0.136729417	11.02	449.2923
C18n_QI10101			C18-neg	0.126322403	11.02	496.2216
C18n_QI10394			C18-neg	0.025483791	11.02	506.2499
C18n_QI11287			C18-neg	0.048278202	11.02	538.1879
C18n_QI11774			C18-neg	0.03752632	11.02	559.3115
C18n_QI11956			C18-neg	0.105628906	11.02	568.2205
C18n_QI12070			C18-neg	0.050417227	11.02	574.2373
C18n_QI12141			C18-neg	0.029471452	11.02	580.3278
C18n_QI12981			C18-neg	0.108920606	11.02	642.2245
C18n_QI4140			C18-neg	0.055449025	11.03	309.2075
C18n_QI6561			C18-neg	0.038401681	11.03	385.2388
C18n_QI7157			C18-neg	0.25433962	11.03	403.2508
C18n_QI7578			C18-neg	0.017297458	11.03	415.2816
C18n_QI12672			C18-neg	0.245744875	11.03	614.3739
C18n_QI6294			C18-neg	0.030833418	11.04	377.2729
C18n_QI9681			C18-neg	0.091162637	11.04	483.2693
C18n_QI11389			C18-neg	0.187130445	11.04	541.3747
C18n_QI11743			C18-neg	0.123951378	11.04	557.3044
C18n_QI5175			C18-neg	0.100293866	11.05	341.27
C18n_QI6187			C18-neg	0.10651635	11.05	374.2701
C18n_QI7066			C18-neg	0.049519767	11.05	400.3069
C18n_QI7486			C18-neg	0.13399968	11.05	413.2549
C18n_QI8913			C18-neg	0.180664386	11.05	459.3115
C18n_QI9026			C18-neg	0.037926822	11.05	463.3071
C18n_QI9051			C18-neg	0.021244747	11.05	463.3796
C18n_QI9955			C18-neg	0.019578123	11.05	491.3379
C18n_QI10191			C18-neg	0.095964434	11.05	499.3587
C18n_QI11539			C18-neg	0.015317576	11.05	549.289
C18n_QI4275			C18-neg	0.070367708	11.06	313.2385
C18n_QI6688			C18-neg	0.226789405	11.06	389.2274
C18n_QI6969			C18-neg	0.036777535	11.06	397.2597
C18n_QI7861			C18-neg	0.037218468	11.06	425.2912
C18n_QI8330			C18-neg	0.056818401	11.06	441.2857
C18n_QI8531			C18-neg	0.085714338	11.06	447.348
C18n_QI10059			C18-neg	0.281654102	11.06	494.3575
C18n_QI12874			C18-neg	0.03618537	11.06	633.3796
C18n_QI13513			C18-neg	0.069006566	11.06	732.48
C18n_QI4346			C18-neg	0.03574967	11.07	315.197
C18n_QI4792			C18-neg	0.116318844	11.07	329.1868
C18n_QI5102			C18-neg	0.109569253	11.07	339.2541
C18n_QI5605			C18-neg	0.100791082	11.07	356.206
C18n_QI5777			C18-neg	0.13422801	11.07	361.2153
C18n_QI6084			C18-neg	0.03798395	11.07	371.2441
C18n_QI7082			C18-neg	0.075752369	11.07	401.1858
C18n_QI7165			C18-neg	0.173484472	11.07	403.2858
C18n_QI8620			C18-neg	0.178043778	11.07	450.2629
C18n_QI9779			C18-neg	0.079440031	11.07	485.3275
C18n_QI12100			C18-neg	0.206058391	11.07	577.2828
C18n_QI2018			C18-neg	0.025621464	11.08	233.1544
C18n_QI3026			C18-neg	0.017607961	11.08	271.2281
C18n_QI3099			C18-neg	0.02532794	11.08	273.234
C18n_QI4069			C18-neg	0.173804355	11.08	307.2048
C18n_QI5096			C18-neg	0.026701985	11.08	339.2155
C18n_QI5168			C18-neg	0.22435559	11.08	341.2209
C18n_QI5519			C18-neg	0.180382612	11.08	353.2308
C18n_QI6624			C18-neg	0.017237707	11.08	387.2213
C18n_QI7224			C18-neg	0.041109495	11.08	405.3012
C18n_QI7255			C18-neg	0.047036282	11.08	407.2029
C18n_QI9391			C18-neg	0.147608944	11.08	475.1899
C18n_QI11450			C18-neg	0.051350243	11.08	543.4631
C18n_QI11891			C18-neg	0.043786838	11.08	565.4448
C18n_QI5150			C18-neg	0.020049827	11.09	341.176
C18n_QI6356			C18-neg	0.04388188	11.09	379.2493
C18n_QI8745			C18-neg	0.043919322	11.09	453.3228
C18n_QI9267			C18-neg	0.075915987	11.09	470.2915
C18n_QI9366			C18-neg	0.106372934	11.09	473.2899
C18n_QI9486			C18-neg	0.034602976	11.09	477.3584
C18n_QI10446			C18-neg	0.235468319	11.09	507.3686
C18n_QI10587			C18-neg	0.125277033	11.09	513.3352
C18n_QI11175			C18-neg	0.06578796	11.09	533.3849
C18n_QI11888			C18-neg	0.130396221	11.09	565.3745
C18n_QI13240			C18-neg	0.061682679	11.09	677.3753
C18n_QI13437			C18-neg	0.135847135	11.09	713.3525
C18n_QI13471			C18-neg	0.026462332	11.09	723.3813
C18n_QI13528			C18-neg	0.066208498	11.09	737.3971
C18n_QI4798			C18-neg	0.079856507	11.1	329.2125
C18n_QI9859			C18-neg	0.046711628	11.1	488.3019
C18n_QI10318			C18-neg	0.038251182	11.1	503.338
C18n_QI11938			C18-neg	0.041016201	11.1	567.3901
C18n_QI13554			C18-neg	0.042580971	11.1	743.5836
C18n_QI13635			C18-neg	0.085391296	11.1	765.5654
C18n_QI13733			C18-neg	0.058892845	11.1	791.369
C18n_QI13765			C18-neg	0.100355144	11.1	797.5947
C18n_QI3585			C18-neg	0.095305185	11.11	289.1812
C18n_QI7123			C18-neg	0.21296141	11.11	401.2912
C18n_QI7197			C18-neg	0.056823807	11.11	405.2412
C18n_QI9686			C18-neg	0.037279173	11.11	483.3117
C18n_QI9793			C18-neg	0.038731393	11.11	486.2863
C18n_QI9945			C18-neg	0.129910058	11.11	491.3018
C18n_QI10247			C18-neg	0.163017797	11.11	501.3205
C18n_QI10721			C18-neg	0.039779512	11.11	517.3533
C18n_QI10969			C18-neg	0.038418233	11.11	525.3801
C18n_QI12474			C18-neg	0.142792723	11.11	601.3049
C18n_QI4500			C18-neg	0.038241288	11.12	319.2127
C18n_QI9329			C18-neg	0.02252432	11.12	471.3482
C18n_QI9387			C18-neg	0.25582453	11.12	474.3562
C18n_QI9423			C18-neg	0.139595873	11.12	475.3065
C18n_QI9435			C18-neg	0.360367634	11.12	475.3431
C18n_QI11321			C18-neg	0.037798206	11.12	539.3379
C18n_QI11518			C18-neg	0.067398022	11.12	547.3639
C18n_QI11559			C18-neg	0.040296299	11.12	549.3797
C18n_QI11776			C18-neg	0.386985864	11.12	559.3121
C18n_QI11933			C18-neg	0.06539824	11.12	567.3357
C18n_QI12554			C18-neg	0.083610349	11.12	607.323
C18n_QI12647			C18-neg	0.086088514	11.12	612.3313
C18n_QI13567			C18-neg	0.051508898	11.12	745.5629
C18n_QI4129			C18-neg	0.112869038	11.13	309.184
C18n_QI4924			C18-neg	0.086963226	11.13	333.2285
C18n_QI7698			C18-neg	0.133274825	11.13	419.2807
C18n_QI8767			C18-neg	0.249421709	11.13	454.326
C18n_QI10058			C18-neg	0.293916937	11.13	494.3207
C18n_QI10761			C18-neg	0.071519235	11.13	519.3325
C18n_QI10880			C18-neg	0.09835141	11.13	523.2734
C18n_QI11872			C18-neg	0.095375184	11.13	565.3736
C18n_QI13280			C18-neg	0.089521108	11.13	685.3657
C18n_QI2343			C18-neg	0.091475863	11.14	247.17
C18n_QI3775			C18-neg	0.015910988	11.14	297.1532
C18n_QI6097			C18-neg	0.045718131	11.14	371.259
C18n_QI8137			C18-neg	0.021535908	11.14	434.2678
C18n_QI8397			C18-neg	0.038839099	11.14	443.2782
C18n_QI8595			C18-neg	0.12515177	11.14	449.2914
C18n_QI9071			C18-neg	0.11008593	11.14	464.3166
C18n_QI10267			C18-neg	0.161933961	11.14	502.2552
C18n_QI10516			C18-neg	0.073197438	11.14	511.2648
C18n_QI10539			C18-neg	0.023031559	11.14	511.3258
C18n_QI11642			C18-neg	0.151888294	11.14	553.3201
C18n_QI12115			C18-neg	0.074239161	11.14	578.3099
C18n_QI12143			C18-neg	0.035052515	11.14	580.3279
C18n_QI13034			C18-neg	0.03258221	11.14	649.5049
C18n_QI13942			C18-neg	0.083619031	11.14	847.647
C18n_QI7773			C18-neg	0.01739268	11.15	422.2681
C18n_QI9305			C18-neg	0.042778157	11.15	471.2789
C18n_QI9452			C18-neg	0.019524074	11.15	476.2785
C18n_QI10204			C18-neg	0.027715203	11.15	500.2786
C18n_QI10364			C18-neg	0.176762048	11.15	505.2483
C18n_QI11456			C18-neg	0.047218274	11.15	544.2657
C18n_QI13593			C18-neg	0.048742752	11.15	751.5889
C18n_QI13678			C18-neg	0.217843685	11.15	773.57
C18n_QI3348			C18-neg	0.071564207	11.16	283.1089
C18n_QI8113			C18-neg	0.055701156	11.16	433.2962
C18n_QI8801			C18-neg	0.065959514	11.16	455.3174
C18n_QI9912			C18-neg	0.192431531	11.16	490.254
C18n_QI11592			C18-neg	0.046996625	11.16	551.3045
C18n_QI12294			C18-neg	0.072511553	11.16	589.3032
C18n_QI7158			C18-neg	0.177095541	11.17	403.2508
C18n_QI7856			C18-neg	0.033114798	11.17	425.291
C18n_QI8128			C18-neg	0.04153418	11.17	433.3326
C18n_QI8916			C18-neg	0.154786524	11.17	459.3119
C18n_QI12668			C18-neg	0.068179773	11.17	614.373
C18n_QI13650			C18-neg	0.070905705	11.17	767.4229
C18n_QI3247			C18-neg	0.129482321	11.18	279.2331
C18n_QI3668			C18-neg	0.042939287	11.18	293.2126
C18n_QI6045			C18-neg	0.128370377	11.18	370.2962
C18n_QI8055			C18-neg	0.08114602	11.18	431.3166
C18n_QI12275			C18-neg	0.072103202	11.18	588.331
C18n_QI13730			C18-neg	0.143780553	11.18	790.5617
C18n_QI5047			C18-neg	0.050620356	11.19	337.2387
C18n_QI5171			C18-neg	0.056865057	11.19	341.2699
C18n_QI4345			C18-neg	0.044002089	11.2	315.1969
C18n_QI5615			C18-neg	0.028007502	11.2	356.2808
C18n_QI7579			C18-neg	0.021848195	11.2	415.2817
C18n_QI9680			C18-neg	0.046209571	11.2	483.2692
C18n_QI9957			C18-neg	0.034128538	11.2	491.338
C18n_QI10345			C18-neg	0.034473275	11.2	504.3099
C18n_QI11679			C18-neg	0.139843067	11.2	554.3018
C18n_QI11843			C18-neg	0.022094675	11.2	564.3306
C18n_QI12118			C18-neg	0.05018563	11.2	578.346
C18n_QI12864			C18-neg	0.034614069	11.2	632.318
C18n_QI12911			C18-neg	0.114007937	11.2	636.2603
C18n_QI13366			C18-neg	0.083009317	11.2	700.3054
C18n_QI13824			C18-neg	0.038358444	11.2	814.5612
C18n_QI13890			C18-neg	0.103208695	11.2	831.5713
C18n_QI1739			C18-neg	0.035387374	11.21	221.1542
C18n_QI3732			C18-neg	0.017998933	11.21	295.2279
C18n_QI3781			C18-neg	0.031263893	11.21	297.2341
C18n_QI7459			C18-neg	0.065682964	11.21	413.1764
C18n_QI7498			C18-neg	0.18726535	11.21	413.2677
C18n_QI7667			C18-neg	0.097627004	11.21	418.2898
C18n_QI7817			C18-neg	0.039653241	11.21	423.2967
C18n_QI8802			C18-neg	0.21954182	11.21	455.3179
C18n_QI8925			C18-neg	0.075901258	11.21	459.3481
C18n_QI9061			C18-neg	0.067787444	11.21	464.2783
C18n_QI4305			C18-neg	0.046823214	11.22	314.2341
C18n_QI4503			C18-neg	0.065739268	11.22	319.2278
C18n_QI7496			C18-neg	0.193195053	11.22	413.2553
C18n_QI9487			C18-neg	0.045377387	11.22	477.3584
C18n_QI12262			C18-neg	0.070409798	11.22	587.2876
C18n_QI12658			C18-neg	0.145366164	11.22	613.4456
C18n_QI6044			C18-neg	0.083663679	11.23	370.2962
C18n_QI8403			C18-neg	0.147286708	11.23	443.3019
C18n_QI9643			C18-neg	0.106483491	11.23	482.2525
C18n_QI9685			C18-neg	0.172922996	11.23	483.311
C18n_QI12664			C18-neg	0.072946655	11.23	614.3312
C18n_QI1247			C18-neg	0.06069544	11.24	188.9707
C18n_QI4356			C18-neg	0.045809546	11.24	315.2543
C18n_QI9033			C18-neg	0.045083935	11.24	463.3432
C18n_QI9424			C18-neg	0.136043997	11.24	475.3066
C18n_QI10760			C18-neg	0.081284004	11.24	519.3325
C18n_QI2891			C18-neg	0.085481221	11.25	267.1966
C18n_QI6295			C18-neg	0.050645638	11.25	377.2729
C18n_QI10048			C18-neg	0.035173026	11.25	494.2526
C18n_QI11775			C18-neg	0.051011949	11.25	559.3116
C18n_QI12250			C18-neg	0.103380096	11.25	586.3424
C18n_QI2551			C18-neg	0.084065752	11.26	255.2328
C18n_QI3629			C18-neg	0.087678825	11.26	291.1968
C18n_QI4282			C18-neg	0.036740272	11.26	313.2387
C18n_QI5829			C18-neg	0.028721072	11.26	363.2156
C18n_QI6027			C18-neg	0.090458012	11.26	369.2437
C18n_QI6492			C18-neg	0.023073275	11.26	383.328
C18n_QI6564			C18-neg	0.2426223	11.26	385.2713
C18n_QI6576			C18-neg	0.234366729	11.26	386.2708
C18n_QI8023			C18-neg	0.050741939	11.26	431.2029
C18n_QI8054			C18-neg	0.039550025	11.26	431.3166
C18n_QI8678			C18-neg	0.266745745	11.26	451.3192
C18n_QI9268			C18-neg	0.077540334	11.26	470.2916
C18n_QI11330			C18-neg	0.176744231	11.26	539.3598
C18n_QI12459			C18-neg	0.051342225	11.26	600.198
C18n_QI12659			C18-neg	0.143245484	11.26	613.4461
C18n_QI3205			C18-neg	0.058029381	11.27	277.2174
C18n_QI3414			C18-neg	0.096807521	11.27	285.1246
C18n_QI3546			C18-neg	0.084928927	11.27	288.9412
C18n_QI6175			C18-neg	0.122364527	11.27	373.2752
C18n_QI8803			C18-neg	0.176129689	11.27	455.3184
C18n_QI3466			C18-neg	0.087947266	11.28	286.9441
C18n_QI4800			C18-neg	0.126353059	11.28	329.2131
C18n_QI5516			C18-neg	0.144680994	11.28	353.1865
C18n_QI9417			C18-neg	0.109598678	11.28	475.3059
C18n_QI4858			C18-neg	0.20411077	11.29	331.2049
C18n_QI5048			C18-neg	0.070898169	11.29	337.2387
C18n_QI6153			C18-neg	0.263523017	11.29	373.2034
C18n_QI8472			C18-neg	0.079942707	11.29	446.2912
C18n_QI8690			C18-neg	0.047924751	11.29	452.2783
C18n_QI9131			C18-neg	0.070495356	11.29	466.3174
C18n_QI10362			C18-neg	0.161496798	11.29	505.248
C18n_QI12317			C18-neg	0.03486285	11.29	591.3187
C18n_QI12828			C18-neg	0.063021997	11.29	628.3467
C18n_QI13197			C18-neg	0.046742359	11.29	671.5255
C18n_QI13315			C18-neg	0.057079761	11.29	693.5075
C18n_QI13569			C18-neg	0.065004494	11.29	745.5646
C18n_QI13796			C18-neg	0.152726058	11.29	807.615
C18n_QI2626			C18-neg	0.047639002	11.3	257.2121
C18n_QI7181			C18-neg	0.049323804	11.3	404.2448
C18n_QI8741			C18-neg	0.027707484	11.3	453.3225
C18n_QI8936			C18-neg	0.071659672	11.3	460.2684
C18n_QI9241			C18-neg	0.052346526	11.3	469.3319
C18n_QI9557			C18-neg	0.009660262	11.3	479.338
C18n_QI9637			C18-neg	0.03991631	11.3	481.3544
C18n_QI10381			C18-neg	0.012932534	11.3	505.3538
C18n_QI10847			C18-neg	0.029954347	11.3	521.348
C18n_QI10968			C18-neg	0.019651058	11.3	525.3801
C18n_QI10986			C18-neg	0.038261586	11.3	526.3163
C18n_QI11380			C18-neg	0.016590984	11.3	541.3203
C18n_QI11390			C18-neg	0.093905923	11.3	541.3747
C18n_QI11515			C18-neg	0.085186641	11.3	547.3635
C18n_QI11745			C18-neg	0.044737936	11.3	557.3149
C18n_QI12249			C18-neg	0.145608983	11.3	586.342
